time_s,commanded_deg_s,angle_deg,feedback_deg_s
1.0033786296844482,60,195.72,0.0
1.0074985027313232,60,195.98000000000002,63.10874074074543
1.0115535259246826,60,196.20000000000002,54.25369708372502
1.0155551433563232,60,196.46,64.97372735938762
1.0195646286010742,60,196.72,64.84622941071308
1.023559808731079,60,196.97,62.57540132481948
1.0275640487670898,60,197.23000000000002,64.9311723727348
1.031564712524414,60,197.49,64.98921573301322
1.035640001296997,60,197.76,66.25297373193258
1.039734125137329,60,198.01,61.063126019100864
1.043884038925171,60,198.26,60.2422153280478
1.0480387210845947,60,198.53,64.98692069321949
1.052259922027588,60,198.8,63.96283987574374
1.0566370487213135,60,199.06,59.399697151258884
1.0608601570129395,60,199.32,61.56602721165031
1.0651428699493408,60,199.56,56.03924511496065
1.0693950653076172,60,199.81,58.793159517802074
1.0736534595489502,60,200.05,56.359272157216175
1.0776922702789307,60,200.3,61.899409681227866
1.0818073749542236,60,200.54,58.32172421784003
1.085991621017456,60,200.78,57.358003418805595
1.0900664329528809,60,201.04,63.80662570943549
1.0943412780761719,60,201.31,63.16018293363318
1.09840726852417,60,201.56,61.485633868887064
1.102437973022461,60,201.79,57.06198509404691
1.1065258979797363,60,202.04,61.15572145106731
1.1107125282287598,60,202.34,71.65667425968381
1.114802360534668,60,202.61,66.01737670514416
1.1191232204437256,60,202.88,62.487561661972286
1.1233713626861572,60,203.17000000000002,68.2651341340266
1.1274096965789795,60,203.44,66.85925611051621
1.1315412521362305,60,203.69,60.50989670494547
1.1358294486999512,60,203.92000000000002,53.63560102302215
1.1400794982910156,60,204.16,56.46992931672383
1.1443650722503662,60,204.42000000000002,60.66865312935082
1.1484081745147705,60,204.63,51.94031371623506
1.152733325958252,60,204.86,53.177328702942305
1.15692138671875,60,205.1,57.30575885232375
1.1610181331634521,60,205.32,53.701151137752156
1.1652045249938965,60,205.54,52.551220456745554
1.1694471836090088,60,205.78,56.56830345602912
1.1737422943115234,60,206.02,55.877488759369314
1.177940845489502,60,206.26,57.16257580919471
1.1821162700653076,60,206.51,59.87415063095986
1.1861326694488525,60,206.75,59.755013653094984
1.1901435852050781,60,207.01,64.82310170599547
1.1942777633666992,60,207.29,67.72809227220327
1.1984188556671143,60,207.58,70.02983246013505
1.2024848461151123,60,207.85,66.40448457839355
1.206500768661499,60,208.1,62.252196627879364
1.2109460830688477,60,208.38,62.98767068919307
1.2149882316589355,60,208.64000000000001,64.32222720302472
1.2189397811889648,60,208.89000000000001,63.26632074333293
1.2230088710784912,60,209.13,58.98124802249481
1.2270839214324951,60,209.37,58.89497776737878
1.2310986518859863,60,209.63,64.76150840310956
1.2350914478302002,60,209.83,50.09021317251278
1.2392640113830566,60,210.06,55.12198845779996
1.2434206008911133,60,210.3,57.73964437306631
1.2474982738494873,60,210.52,53.952340525053806
1.2515552043914795,60,210.72,49.298354489889064
1.2556896209716797,60,210.96,58.04930280837542
1.2597713470458984,60,211.23000000000002,66.14848598131091
1.2641007900238037,60,211.47,55.43438295059854
1.2681233882904053,60,211.71,59.66293029872203
1.2721996307373047,60,212.02,76.05043223957475
1.276402235031128,60,212.3,66.62535428603873
1.2806403636932373,60,212.56,61.34783078307616
1.2848889827728271,60,212.85,68.25747250280396
1.2889735698699951,60,213.15,73.44683632967825
1.293276071548462,60,213.41,60.4299589936807
1.297532558441162,60,213.66,58.73388226068448
1.3017795085906982,60,213.93,63.57503396396132
1.3058130741119385,60,214.18,61.97990306182764
1.309823989868164,60,214.39000000000001,52.35712060869247
1.3140060901641846,60,214.63,57.38743287155344
1.3182528018951416,60,214.88,58.86907702672356
1.3224928379058838,60,215.1,51.886351776877824
1.3267834186553955,60,215.33,53.60579684374729
1.3308079242706299,60,215.58,62.119431279620855
1.334805965423584,60,215.83,62.53062198103644
1.3390064239501953,60,216.09,61.89800431376784
1.3432679176330566,60,216.37,65.70466151952583
1.3473021984100342,60,216.63,64.44767094143147
1.351315975189209,60,216.89000000000001,64.77689575290057
1.3556163311004639,60,217.18,67.43627876032414
1.3596763610839844,60,217.47,71.42804392506704
1.36399245262146,60,217.76,67.19041926752287
1.3682317733764648,60,218.05,68.40718519768775
1.3722963333129883,60,218.28,56.58669169403784
1.3764960765838623,60,218.53,59.5274481975589
1.380770206451416,60,218.77,56.15177999665522
1.3850059509277344,60,218.99,51.93892153551701
1.3890340328216553,60,219.20000000000002,52.13399467298215
1.393028974533081,60,219.41,52.56647409882515
1.3970239162445068,60,219.64000000000001,57.572804965390084
1.401221513748169,60,219.86,52.41093263660089
1.4053003787994385,60,220.08,53.93657236380613
1.4095079898834229,60,220.32,57.03949229373974
1.4137928485870361,60,220.57,58.34498108168262
1.4181139469146729,60,220.81,55.54143456190897
1.422142744064331,60,221.05,59.5711303112817
1.4263525009155273,60,221.32,64.13672084725172
1.4304070472717285,60,221.54,54.26007761966337
1.4345409870147705,60,221.82,67.7319983851436
1.4386346340179443,60,222.1,68.39866744321519
1.4426538944244385,60,222.37,67.17653814213091
1.4469985961914062,60,222.65,64.4463107062506
1.4510695934295654,60,222.92000000000002,66.32281581259402
1.4551215171813965,60,223.16,59.231124448362394
1.4591128826141357,60,223.37,52.6135738605838
1.46311616897583,60,223.62,62.44869275206956
1.467301368713379,60,223.89000000000001,64.51305001709257
1.4714429378509521,60,224.12,55.5345069368463
1.4755182266235352,60,224.37,61.34534604808986
1.4796288013458252,60,224.6,55.9532463314168
1.4837315082550049,60,224.85,60.93537889353789
1.4877071380615234,60,225.08,57.852468965521815
1.491750955581665,60,225.3,54.404037497788764
1.4958069324493408,60,225.53,56.70643780860317
1.5000722408294678,60,225.82,67.9903946338718
1.504422903060913,60,226.06,55.164015782553605
1.5088982582092285,60,226.31,55.86148846625113
1.5134649276733398,60,226.62,67.88317009501982
1.5179686546325684,60,226.94,71.05226469031082
1.5221741199493408,60,227.19,59.446453880605475
1.526212215423584,60,227.45000000000002,64.38678868749372
1.5306804180145264,60,227.72,60.42698255162071
1.534724473953247,60,227.98000000000002,64.29189010730344
1.5387217998504639,60,228.24,65.04348323988798
1.5427303314208984,60,228.5,64.86165705108915
1.54685378074646,60,228.76,63.054006360217514
1.5509402751922607,60,229.02,63.624214702455134
1.554978847503662,60,229.25,56.95081882047093
1.5592916011810303,60,229.5,57.96760462159323
1.563413381576538,60,229.74,58.227265155023034
1.5676207542419434,60,229.99,59.41950473168244
1.5717151165008545,60,230.22,56.174804635180635
1.5758085250854492,60,230.45000000000002,56.18789213117108
1.5799944400787354,60,230.72,64.5020265421156
1.5842781066894531,60,230.97,58.361217788167195
1.5885255336761475,60,231.22,58.85916362615773
1.592756986618042,60,231.48000000000002,61.44461573135458
1.5968070030212402,60,231.74,64.19727085418036
1.600806474685669,60,231.98000000000002,60.00792608047917
1.6048023700714111,60,232.25,67.56933651550858
1.6088016033172607,60,232.5,62.51198283057112
1.612804889678955,60,232.76,64.94664046215007
1.6170029640197754,60,233.06,71.46133575647704
1.621269941329956,60,233.33,63.27664301279784
1.625300645828247,60,233.56,57.06198509404691
1.6292967796325684,60,233.8,60.05804904242218
1.6332929134368896,60,234.03,57.55563033231651
1.6372957229614258,60,234.25,54.96139615224226
1.6413569450378418,60,234.47,54.1708864623691
1.6457042694091797,60,234.73000000000002,59.80690139300653
1.6500773429870605,60,234.97,54.8813084723541
1.6544361114501953,60,235.20000000000002,52.76719833716641
1.6587457656860352,60,235.44,55.68892232794418
1.6627845764160156,60,235.66,54.47148051948024
1.6668281555175781,60,235.88,54.40724528301859
1.6709566116333008,60,236.12,58.13311157311377
1.6750895977020264,60,236.37,60.48895298528988
1.6792173385620117,60,236.61,58.14318488996928
1.6833600997924805,60,236.86,60.34622467771639
1.6874675750732422,60,237.13,65.73381007661503
1.691556453704834,60,237.42000000000002,70.92409096210413
1.6956772804260254,60,237.67000000000002,60.66743809303402
1.699897050857544,60,237.96,68.72411774676347
1.704071283340454,60,238.23000000000002,64.68254969157202
1.7081232070922852,60,238.48000000000002,61.69908796704913
1.7120683193206787,60,238.72,60.83477125762488
1.7160837650299072,60,238.98000000000002,64.74997268733411
1.7200722694396973,60,239.22,60.17293083865855
1.7240779399871826,60,239.46,59.91506219868092
1.728095293045044,60,239.68,54.762426112759364
1.7321312427520752,60,239.9,54.51009451795813
1.7361114025115967,60,240.12,55.27416317239698
1.740318775177002,60,240.35,54.66594435314541
1.7446272373199463,60,240.59,55.70433069559173
1.7486062049865723,60,240.83,60.31715261549752
1.7528266906738281,60,241.06,54.49609761608615
1.7570414543151855,60,241.32,61.68791944789919
1.7613444328308105,60,241.61,67.3951773049693
1.7654128074645996,60,241.87,63.90758556024155
1.7697362899780273,60,242.15,64.7626072570864
1.773730754852295,60,242.45000000000002,75.10392742032039
1.7779181003570557,60,242.74,69.25628651141415
1.7819876670837402,60,242.98000000000002,58.97433710235153
1.7863938808441162,60,243.27,65.81614414804213
