time,angle
174.8,90.0
174.91,90.0
175.01,90.0
175.19,270.0
175.24,270.0
175.31,270.0
175.4,270.0
175.5,270.0
175.6,270.0
175.7,270.0
175.8,270.0
175.91,270.0
176.01,90.0
176.11,270.0
176.21,270.0
176.3,270.0
176.41,270.0
176.5,270.0
176.61,270.0
176.71,270.0
176.81,270.0
176.91,90.0
177.01,270.0
177.11,90.0
177.21,90.0
177.3,90.0
177.41,90.0
177.51,90.0
177.61,270.0
177.71,90.0
177.81,90.0
177.91,90.0
178.01,90.0
178.11,90.0
178.21,90.0
178.31,90.0
178.41,90.0
178.51,90.0
178.6,90.0
178.71,90.0
178.8,270.0
178.9,270.0
179.01,270.0
179.11,90.0
179.2,90.0
179.31,90.0
179.4,90.0
179.5,90.0
179.61,90.0
179.71,90.0
179.81,90.0
179.9,90.0
180.0,90.0
180.11,90.0
180.2,90.0
180.31,90.0
180.41,90.0
180.51,90.0
180.61,90.0
180.71,90.0
180.81,90.0
180.91,90.0
181.01,90.0
181.11,270.0
181.21,90.0
181.32,270.0
181.41,179.91
181.51,92.4
181.61,105.72
181.71,85.61
181.81,84.12
181.9,74.23
182.01,71.83
182.12,52.86
182.21,45.75
182.33,51.02
182.43,92.43
182.52,181.74
182.61,92.43
182.71,22.73
182.82,92.43
182.92,59.01
183.01,74.24
183.11,51.01
183.2,31.71
183.31,47.61
183.4,45.74
183.51,47.61
183.62,39.36
183.72,1.74
183.81,340.96
183.91,324.67
184.01,77.77
184.11,115.98
184.21,305.51
184.33,92.5
184.42,1.74
184.51,22.73
184.61,18.78
184.72,34.42
184.82,45.76
184.92,28.86
185.01,18.78
185.19,22.72
185.26,92.58
185.31,68.83
185.42,71.93
185.52,1.75
185.62,39.37
185.72,39.38
185.82,12.57
185.92,51.06
186.03,33.35
186.12,344.87
186.21,12.57
186.31,51.07
186.43,22.72
186.52,125.65
186.62,1.76
186.72,272.64
186.82,296.13
186.93,313.44
187.02,39.4
187.1,1.75
187.2,1.75
187.3,313.45
187.4,22.73
187.5,353.1
187.6,10.44
187.71,344.88
187.8,341.01
187.9,26.49
188.01,10.44
188.11,356.92
188.21,22.74
188.32,22.73
188.42,92.77
188.51,0.0
188.61,341.03
188.71,26.49
188.83,33.39
188.93,315.47
189.01,1.75
189.12,354.53
189.22,324.84
189.32,310.64
189.42,333.44
189.52,22.75
189.61,39.47
189.72,22.75
189.82,34.49
189.92,1.75
190.02,324.87
190.11,28.92
190.21,1.75
190.31,1.75
190.41,1.75
190.51,354.53
190.61,316.91
190.71,305.86
190.81,353.11
190.92,54.3
191.01,42.88
191.11,9.01
191.21,348.75
191.31,167.46
191.42,316.96
191.51,144.92
191.61,324.92
191.76,39.54
191.84,26.54
191.91,28.94
192.02,80.69
192.12,59.41
192.22,324.95
192.33,1.75
192.42,344.92
192.5,302.15
192.6,347.59
192.71,249.29
192.82,302.65
192.9,283.71
193.0,282.42
193.12,293.51
193.22,296.53
193.3,344.9
193.4,341.05
193.5,313.7
193.59,302.15
193.7,299.07
193.8,324.92
193.9,350.99
194.0,22.82
194.11,1.75
194.22,310.07
194.31,296.59
194.41,285.5
194.51,12.61
194.6,35.42
194.71,18.86
194.8,16.11
194.91,258.54
195.01,324.94
195.11,93.31
195.3,1.74
195.33,1.74
195.41,54.57
195.51,20.02
195.61,71.69
195.71,93.35
195.82,306.09
195.92,344.91
196.02,337.42
196.11,63.68
196.21,44.98
196.32,31.93
196.41,10.46
196.5,1.74
196.61,66.93
196.71,65.4
196.83,75.13
196.92,332.4
197.01,325.04
197.11,69.58
197.21,325.04
197.31,302.37
197.41,39.72
197.51,56.02
197.61,33.6
197.72,22.84
197.81,59.73
197.92,86.01
198.01,39.71
198.12,1.75
198.21,16.11
198.31,16.1
198.42,1.75
198.52,65.49
198.61,26.62
198.71,332.46
198.81,351.03
198.9,39.73
199.02,34.69
199.12,18.85
199.22,51.62
199.32,335.22
199.41,341.15
199.52,320.19
199.62,341.14
199.72,1.75
199.81,48.17
199.91,43.62
200.01,29.06
200.11,83.02
200.21,35.46
200.31,22.83
200.41,51.66
200.51,31.95
200.61,39.75
200.72,10.45
200.82,53.56
200.92,31.95
201.03,354.56
201.11,31.42
201.22,353.19
201.31,212.69
201.42,134.14
201.51,131.28
201.61,115.04
201.72,22.82
201.82,77.36
201.91,69.81
202.01,350.14
202.12,1.76
202.22,93.85
202.31,75.44
202.41,59.88
202.51,46.27
202.61,18.83
202.71,93.87
202.82,83.16
202.92,12.48
203.02,190.0
203.11,77.42
203.21,87.04
203.31,349.05
203.42,39.74
203.52,39.74
203.62,312.53
203.71,31.93
203.83,39.75
203.94,14.08
204.02,332.67
204.12,1.75
204.21,69.92
204.32,1.76
204.42,10.43
204.52,274.01
204.62,75.56
204.72,301.32
204.83,1.76
204.92,347.71
205.02,59.96
205.13,30.71
205.21,183.65
205.31,6.89
205.4,51.75
205.51,327.24
205.61,143.23
205.7,126.8
205.8,79.17
205.91,86.55
206.01,67.31
206.1,313.91
206.21,128.25
206.3,54.84
206.4,22.79
206.51,325.5
206.61,75.66
206.72,39.76
206.8,29.02
206.91,294.9
207.0,143.28
207.1,4.24
207.2,39.77
207.31,12.55
207.4,325.56
207.51,325.56
207.6,46.52
207.72,224.24
207.81,108.88
207.9,122.51
208.01,145.58
208.1,243.15
208.21,67.68
208.31,149.04
208.41,135.87
208.51,117.58
208.6,145.58
208.71,131.69
208.8,137.77
208.9,126.93
209.01,126.92
209.1,106.47
209.21,79.15
209.3,94.14
209.4,85.72
209.5,94.14
209.6,181.77
209.7,51.63
209.8,51.63
209.9,94.15
210.01,75.58
210.1,219.64
210.21,253.65
210.31,292.23
210.4,69.92
210.5,1.77
210.6,39.65
210.7,85.73
210.8,79.15
210.9,83.35
211.0,69.92
211.1,51.62
211.21,75.59
211.3,94.17
211.4,28.91
211.5,46.18
211.6,94.19
211.7,83.37
211.81,75.59
211.91,54.7
212.0,39.61
212.12,112.33
212.2,94.2
212.31,39.6
212.41,12.5
212.51,333.41
212.61,148.74
212.71,14.29
212.8,186.41
212.91,67.26
213.0,31.77
213.11,4.14
213.2,183.92
213.3,10.37
213.4,39.59
213.5,39.59
213.61,46.16
213.71,26.45
213.8,94.33
213.91,28.86
214.01,1.78
214.11,87.41
214.21,63.99
214.31,39.58
214.41,67.3
214.51,63.06
214.6,88.5
214.7,80.61
214.8,115.83
214.9,110.13
215.0,109.14
215.17,145.91
215.24,59.84
215.31,79.25
215.4,127.31
215.51,161.61
215.61,127.31
215.71,274.34
215.81,94.34
215.91,69.92
216.0,141.02
216.11,132.08
216.21,121.9
216.31,155.82
216.41,219.47
216.5,117.91
216.61,81.63
216.72,18.63
216.81,39.46
216.91,234.58
217.0,167.96
217.11,94.31
217.22,132.08
217.31,139.15
217.41,167.97
217.51,177.92
217.61,181.79
217.71,181.8
217.81,192.44
217.91,224.75
218.0,173.35
218.11,164.28
218.21,158.06
218.31,153.12
218.42,151.57
218.51,117.81
218.61,239.64
218.72,181.79
218.81,117.8
218.92,101.05
219.01,112.41
219.11,94.15
219.22,211.58
219.32,223.24
219.41,117.78
219.51,219.36
219.61,255.37
219.7,39.36
219.8,22.54
219.9,39.36
220.0,22.53
220.1,39.36
220.2,31.58
220.31,94.16
220.4,127.24
220.51,120.35
220.62,198.59
220.72,108.98
220.81,83.21
220.91,94.13
221.03,158.1
221.12,138.13
221.23,181.8
221.32,202.51
221.41,219.31
221.52,145.92
221.62,157.24
221.72,167.99
221.82,181.8
221.92,130.69
222.01,104.8
222.13,161.65
222.22,161.65
222.32,93.99
222.42,219.25
222.52,93.99
222.62,127.18
222.71,134.85
222.81,93.98
222.92,273.98
223.02,140.99
223.12,108.85
223.22,161.66
223.32,93.96
223.42,51.14
223.51,1.8
223.61,1.8
223.71,341.67
223.81,145.93
223.92,134.87
224.03,0.0
224.13,138.11
224.23,155.86
224.33,93.96
224.43,117.73
224.51,78.77
224.62,112.32
224.7,127.21
224.82,145.95
224.92,117.74
225.03,117.74
225.27,283.43
225.29,273.94
225.37,273.94
225.45,239.35
225.51,127.2
225.6,145.95
225.69,127.19
225.79,134.88
225.89,127.2
225.99,325.95
226.09,181.8
226.19,161.7
226.29,39.15
226.39,31.42
226.49,22.42
226.59,127.21
226.69,93.93
226.79,72.61
226.89,93.93
227.0,63.4
227.1,93.94
227.2,106.49
227.3,112.34
227.4,86.22
227.5,78.71
227.6,81.18
227.71,59.28
227.8,1.82
227.9,146.03
228.01,146.03
228.11,146.04
228.21,168.07
228.31,171.4
228.41,192.37
228.5,206.12
228.6,69.34
228.71,45.58
228.81,93.92
228.91,127.27
229.01,155.95
229.11,187.87
229.21,151.71
229.32,93.88
229.42,165.49
229.51,0.0
229.6,181.81
229.7,1.81
229.8,146.03
229.91,155.95
230.01,0.0
230.11,307.24
230.21,312.06
230.31,288.83
230.4,181.82
230.49,273.87
230.59,307.24
230.7,314.93
230.8,0.0
230.9,117.74
231.0,326.01
231.1,326.01
231.19,10.28
231.31,77.04
231.41,47.5
231.52,15.8
231.61,28.5
231.71,75.07
231.82,93.93
231.91,219.08
232.01,326.04
232.11,12.37
232.2,335.96
232.32,10.28
232.42,28.5
232.52,65.12
232.61,108.93
232.7,93.97
232.81,93.97
232.91,78.71
233.01,39.07
233.11,297.86
233.21,239.26
233.32,307.34
233.41,75.1
233.52,181.81
233.61,81.19
233.71,273.98
233.82,181.82
233.93,93.98
234.02,168.09
234.12,181.82
234.21,1.82
234.31,349.98
234.42,341.79
234.52,22.37
234.62,326.1
234.72,315.04
234.82,22.37
234.92,333.31
235.01,1.81
235.25,333.32
235.26,318.3
235.32,26.12
235.41,77.18
235.53,72.68
235.62,39.11
235.71,1.82
235.82,318.34
235.92,341.8
236.02,51.06
236.12,75.22
236.22,161.81
236.32,137.0
236.4,146.15
236.51,135.11
236.63,120.51
236.72,135.11
236.82,146.15
236.92,152.5
237.02,133.34
237.12,138.34
237.22,94.03
237.31,1.82
237.41,315.11
237.53,1.82
237.63,94.05
237.72,121.97
237.82,94.04
237.92,127.44
238.03,326.16
238.11,301.97
238.22,274.05
238.29,94.04
238.39,274.04
238.49,135.11
238.59,146.16
238.69,168.13
238.79,286.63
238.89,301.95
239.0,300.48
239.1,1.82
239.2,59.27
239.32,63.38
239.4,336.05
239.5,50.99
239.59,39.06
239.7,1.81
239.8,69.42
239.9,110.63
240.01,104.94
240.1,94.07
240.22,117.99
240.31,69.39
240.4,219.03
240.52,114.93
240.6,127.48
240.7,181.82
240.81,274.05
240.9,59.23
241.0,59.23
241.11,115.87
241.2,85.44
241.3,77.11
241.41,83.02
241.51,118.01
241.61,138.43
241.7,168.16
241.8,146.23
241.9,106.67
242.0,78.7
242.12,1.83
242.2,94.04
242.3,307.51
242.4,181.83
242.5,146.24
242.6,127.51
242.7,181.82
242.81,94.03
242.91,348.17
243.01,326.25
243.11,146.25
243.21,181.83
243.3,218.96
243.4,0.0
243.5,274.04
243.61,94.04
243.71,274.04
243.8,0.0
243.9,0.0
244.0,181.82
244.1,0.0
244.19,94.03
244.29,0.0
244.39,326.24
244.5,0.0
244.59,181.82
244.7,274.04
244.8,94.04
244.9,0.0
244.99,1.82
245.11,0.0
245.22,0.0
245.29,0.0
245.4,0.0
245.5,0.0
245.6,0.0
245.7,326.24
245.79,0.0
245.89,0.0
246.0,0.0
246.1,0.0
246.2,0.0
246.3,181.82
246.4,274.04
246.5,326.24
246.59,307.51
246.7,326.24
246.8,326.24
246.9,326.24
247.0,0.0
247.1,326.23
247.2,318.44
247.3,307.51
247.4,118.01
247.5,59.2
247.6,181.82
247.69,0.0
247.8,307.51
247.9,69.35
248.0,15.74
248.1,1.83
248.2,1.83
248.3,38.98
248.4,38.99
248.5,1.82
248.6,118.04
248.7,50.92
248.8,45.49
248.91,54.02
249.0,50.92
249.1,59.21
249.2,1.83
249.3,69.38
249.41,59.22
249.51,307.59
249.6,341.91
249.71,303.75
249.81,249.39
249.92,1.82
250.01,353.51
250.11,341.91
250.22,336.15
250.3,312.41
250.41,146.29
250.51,0.0
250.61,39.01
250.71,39.01
250.81,39.01
250.91,47.45
251.01,39.01
251.11,59.27
251.21,83.14
251.31,118.16
251.42,94.2
251.51,100.63
251.61,94.2
251.7,83.13
251.81,78.83
251.91,28.38
252.01,28.38
252.11,321.47
252.21,1.83
252.31,298.2
252.41,322.23
252.51,326.36
252.61,326.36
252.71,320.35
252.81,311.19
252.91,181.83
253.02,135.35
253.11,307.7
253.21,94.29
253.31,333.52
253.41,10.24
253.52,326.36
253.62,31.29
253.71,28.43
253.82,1.83
253.92,15.74
254.02,0.0
254.11,292.85
254.21,318.62
254.31,326.38
254.41,156.2
254.52,274.36
254.62,239.38
254.72,239.38
254.82,181.82
254.91,181.83
255.02,0.0
255.22,181.83
255.26,0.0
255.32,181.82
255.39,274.34
255.5,181.83
255.6,146.36
255.7,181.82
255.8,181.83
255.9,94.33
256.01,292.82
256.1,326.35
256.19,307.72
256.29,0.0
256.39,341.93
256.49,315.37
256.59,307.72
256.71,307.72
256.8,94.35
256.9,127.73
257.0,135.36
257.1,127.72
257.24,123.9
257.3,101.33
257.4,106.96
257.5,78.96
257.6,112.83
257.7,94.33
257.8,88.34
257.91,87.25
258.01,105.23
258.1,69.52
258.2,138.65
258.3,94.33
258.4,146.41
258.5,94.33
258.61,127.77
258.7,146.41
258.8,181.83
258.91,146.41
259.01,146.41
259.11,137.3
259.2,140.41
259.31,161.98
259.4,146.42
259.5,307.75
259.6,112.8
259.71,112.8
259.81,94.25
259.91,94.25
260.02,69.42
260.11,69.41
260.21,132.57
260.3,162.0
260.41,160.02
260.51,162.0
260.61,174.91
260.72,168.25
260.8,204.9
260.91,189.46
261.0,156.24
261.1,161.99
261.2,94.13
261.3,168.24
261.4,227.3
261.5,218.87
261.61,239.1
261.71,218.87
261.81,233.91
261.91,249.28
262.01,258.69
262.13,239.1
262.2,274.09
262.31,168.23
262.4,166.62
262.5,171.52
262.61,192.29
262.7,211.16
262.8,205.94
262.9,132.42
263.0,181.83
263.1,151.99
263.2,175.88
263.3,127.57
263.4,230.74
263.5,195.69
263.6,146.32
263.7,146.32
263.81,158.44
263.9,132.38
264.0,146.33
264.1,127.55
264.2,135.26
264.31,146.32
264.4,165.67
264.51,150.99
264.61,181.84
264.71,202.2
264.8,341.96
264.9,0.0
265.0,161.96
265.13,181.84
265.23,273.87
265.31,218.78
265.4,146.31
265.5,127.51
265.6,127.52
265.7,127.52
265.8,135.24
265.9,127.52
266.02,326.32
266.12,181.83
266.13,244.96
266.18,169.74
266.28,274.54
266.38,94.54
266.48,222.66
266.58,193.37
266.6,20.58
266.7,205.88
266.8,218.76
266.9,249.03
267.0,218.76
267.1,326.29
267.2,38.76
267.3,38.75
267.4,28.25
267.51,31.08
267.61,93.84
267.71,93.84
267.81,38.75
267.91,25.88
268.01,104.81
268.13,131.05
268.2,117.97
268.31,152.0
268.41,174.3
268.51,131.25
268.61,304.24
268.71,114.84
268.82,127.5
268.92,146.33
269.0,127.49
269.11,112.42
269.2,108.9
269.32,93.75
269.41,117.92
269.51,146.34
269.61,146.34
269.72,108.9
269.8,202.13
269.93,181.84
270.01,1.84
270.1,93.72
270.18,167.91
270.28,24.54
270.38,0.0
270.49,252.32
270.58,264.69
270.68,274.47
270.79,1.45
270.89,62.8
270.98,322.81
271.07,17.21
271.18,333.06
271.29,304.57
271.39,339.24
271.49,94.51
271.59,107.78
271.68,119.5
271.79,94.5
271.81,5.82
271.91,93.75
272.02,127.52
272.12,162.0
272.21,156.24
272.32,146.35
272.42,117.91
272.51,181.85
272.61,162.01
272.71,146.35
272.81,82.56
272.91,93.69
273.01,93.69
273.11,156.25
273.21,177.68
273.32,181.85
273.41,192.24
273.51,192.24
273.62,181.85
273.71,193.69
273.82,192.24
273.92,202.1
274.02,218.57
274.12,0.0
274.22,146.32
274.32,162.0
274.4,162.0
274.51,146.31
274.6,195.61
274.71,206.66
274.83,191.1
274.92,202.09
275.02,140.21
275.25,171.56
275.27,192.24
275.32,181.85
275.41,146.28
275.51,156.21
275.61,146.28
275.71,171.56
275.83,187.81
275.93,190.18
276.03,175.91
276.13,211.52
276.24,242.56
276.33,93.34
276.42,74.3
276.51,146.24
276.6,161.97
276.72,181.84
276.82,181.85
276.91,140.13
277.01,195.6
277.11,161.96
277.2,161.97
277.31,127.24
277.41,202.06
277.5,260.36
277.6,218.48
277.7,205.73
277.81,218.48
277.91,248.49
278.01,218.48
278.11,181.84
278.21,254.21
278.3,218.48
278.4,297.52
278.5,161.94
278.59,254.21
278.69,156.14
278.8,230.23
278.9,222.87
279.0,192.24
279.1,242.47
279.2,218.49
279.3,273.18
279.42,218.48
279.5,168.22
279.6,181.84
279.71,202.08
279.81,218.48
279.9,257.77
280.01,233.26
280.1,273.13
280.2,354.91
280.31,326.1
280.41,307.07
280.51,1.83
280.6,273.16
280.71,146.1
280.81,111.87
280.91,111.87
281.0,111.87
281.09,230.15
281.11,55.28
281.2,64.18
281.3,38.48
281.4,93.15
281.51,120.02
281.6,117.42
281.71,93.14
281.8,1.84
281.9,0.0
282.0,273.14
282.11,0.0
282.21,326.12
282.31,326.13
282.41,326.13
282.5,0.0
282.6,38.47
282.7,146.14
282.8,127.1
282.9,127.1
282.99,171.53
283.09,138.21
283.2,138.21
283.29,165.65
283.39,181.84
283.5,208.05
283.6,254.08
283.7,238.31
283.8,218.44
283.9,202.06
284.0,93.08
284.1,181.84
284.21,161.92
284.31,127.06
284.39,165.65
284.5,187.81
284.6,238.28
284.71,244.07
284.8,181.84
284.91,181.84
285.01,1.84
285.19,165.64
285.22,146.09
285.3,257.63
285.4,0.0
285.52,273.01
285.62,93.01
285.72,93.01
285.82,93.01
285.92,50.1
286.01,93.01
286.11,0.0
286.21,341.91
286.31,218.41
286.42,273.02
286.52,218.41
286.62,238.26
286.71,181.84
286.82,146.09
286.92,218.4
287.01,50.1
287.11,38.41
287.21,92.99
287.32,202.05
287.41,127.01
287.5,238.25
287.6,0.0
287.7,273.0
287.8,351.53
287.9,273.0
288.0,58.26
288.1,307.01
288.2,1.84
288.3,345.64
288.4,336.09
288.5,8.8
288.6,161.91
288.7,181.84
288.8,134.86
288.9,138.16
289.0,168.22
289.1,146.1
289.2,181.84
289.3,161.91
289.4,238.24
289.5,253.99
289.6,272.98
289.71,38.39
289.8,202.05
289.9,272.99
290.0,272.99
290.1,1.85
290.2,341.9
290.3,238.25
290.4,248.28
290.5,248.28
290.6,273.0
290.7,181.84
290.81,202.06
290.9,272.98
291.01,126.98
291.1,0.0
291.2,92.98
291.3,117.29
291.4,238.24
291.51,181.84
291.6,190.18
291.7,103.98
291.81,86.94
291.91,111.73
291.98,233.47
292.07,204.46
292.18,251.6
292.28,247.66
292.37,87.38
292.49,126.05
292.59,218.38
292.68,201.4
292.78,222.22
292.88,204.45
292.98,22.35
293.08,199.17
293.18,234.15
293.28,222.21
293.39,242.09
293.48,242.1
293.58,204.45
293.68,197.17
293.78,166.0
293.89,159.03
293.99,142.32
294.08,197.17
294.19,169.71
294.29,152.75
294.38,112.02
294.48,128.36
294.58,181.45
294.69,1.45
294.78,106.71
294.88,114.83
294.98,128.37
295.08,142.33
295.13,67.4
295.26,167.04
295.31,168.22
295.4,192.21
295.5,195.56
295.59,241.77
295.68,247.38
295.78,303.65
295.88,152.75
295.99,129.38
296.1,181.45
296.19,222.09
296.28,238.32
296.38,190.99
296.48,194.98
296.58,238.31
296.69,169.71
296.79,181.45
296.88,241.86
296.99,251.22
297.0,69.87
297.1,158.3
297.21,181.85
297.32,181.84
297.39,246.62
297.48,142.21
297.59,142.22
297.69,93.11
297.7,71.88
297.79,67.84
297.89,49.79
297.99,57.88
298.1,77.13
298.2,122.75
298.29,92.49
298.39,137.95
298.49,107.77
298.59,92.48
298.69,0.0
298.8,253.49
298.89,237.85
298.99,226.36
299.1,227.78
299.2,240.95
299.3,223.33
299.41,181.84
299.5,231.62
299.6,237.84
299.7,201.98
299.8,153.25
299.9,186.03
300.0,204.58
300.1,227.75
300.21,76.99
300.31,126.55
300.41,137.82
300.51,155.96
300.62,151.66
300.7,165.59
300.81,168.19
300.91,145.85
