timestamp,info_position_x,info_position_y,info_position_z,info_rotation_x,info_rotation_degree,computed_rotation_x,computed_rotation_degree
1696902200.991462,0.1478735655546188,-0.0007259994745254,-0.0003809893387369,2.2365126609802246,128.14273630173997,-0.2365126609802246,-13.551177275575338
1696902201.0574718,0.1476257145404815,-0.0004461944627109,0.0001720187719911,2.3005385398864746,131.8111489426838,-0.3005385398864746,-17.219589916519148
1696902201.0918655,0.1429408639669418,-0.0004480534407775,0.0003611886932048,2.2366230487823486,128.14906105691142,-0.23662304878234863,-13.55750203074677
1696902201.125126,0.1422303766012191,-0.0004314807592891,0.0006636547041125,2.223646640777588,127.40556764499885,-0.2236466407775879,-12.814008618834201
1696902201.1923444,0.1435780376195907,-9.103891352424398e-05,0.0013118849601596,2.087604284286499,119.61091478304527,-0.08760428428649902,-5.01935575688063
1696902201.2271662,0.1440161317586898,6.723210390191525e-05,0.0015535219572484,2.108038663864136,120.7817184898122,-0.10803866386413619,-6.190159463647561
1696902201.293016,0.1430683732032776,0.0005779318744316,0.0018331959145143,1.993880033493042,114.24091077455454,0.006119966506958008,0.3506482516101146
1696902201.3595862,0.1418462544679641,0.0008473728667013,0.0019643940031528,1.9400177001953125,111.15482640186767,0.0599822998046875,3.436732624296976
1696902201.3920832,0.1418953686952591,0.0009046996128745,0.002096909796819,1.9106762409210205,109.47368462069575,0.08932375907897949,5.1178744054688945
1696902201.4593325,0.1435522735118866,0.0006943049374967,0.0021321522071957,1.919220805168152,109.96325208983477,0.08077919483184792,4.628306936329878
1696902201.5247638,0.1439758688211441,0.0004627790185622,0.0021469737403094,1.8719329833984373,107.25385948006326,0.12806701660156272,7.3376995461013905
1696902201.5598314,0.145579308271408,0.0002785960095934,0.0022191896568983,1.873043656349182,107.31749635256025,0.1269563436508181,7.274062673604382
1696902201.591925,0.1463889926671981,1.4247144463297444e-05,0.0023122511338442,1.8494051694869995,105.96311082128177,0.1505948305130005,8.628448204882877
1696902201.6585343,0.1457738727331161,-0.0002694777504075,0.0024222263600677,1.810096025466919,103.71086277265924,0.18990397453308105,10.880696253505413
1696902201.7249894,0.146264374256134,-0.0004724817990791,0.0024919507559388,1.6943553686141968,97.07941161692635,0.3056446313858032,17.512147409238302
1696902201.7590866,0.145436629652977,-0.000543781730812,0.0025104261003434,1.6654144525527954,95.42121927136567,0.3345855474472046,19.170339754798977
1696902201.8251345,0.1484673023223877,-0.0007233738433569,0.002894609933719,1.5725748538970947,90.10190209670559,0.4274251461029053,24.48965692945906
1696902201.8919413,0.1472196131944656,-0.0002560795983299,0.0029559915419667,1.3814668655395508,79.15222093258305,0.6185331344604492,35.4393380935816
1696902201.9253824,0.1469337195158004,2.509741352696437e-05,0.0030415831133723,1.3438655138015747,76.99782217401011,0.6561344861984253,37.593736852154535
1696902201.9598029,0.1474242359399795,0.0004331698582973,0.0032118347007781,1.2744314670562744,73.01954434099034,0.7255685329437256,41.57201468517431
1696902202.02516,0.1462147235870361,0.0006183366058394,0.0033880621194839,1.169296383857727,66.9957477949568,0.830703616142273,47.59581123120785
1696902202.0585997,0.1467974334955215,0.0007527114357799,0.0034227215219289,1.0832693576812744,62.06676227098461,0.9167306423187256,52.524796755180034
1696902202.125645,0.1463071405887603,0.0007598548545502,0.0032943454571068,1.1192480325698853,64.12818849457533,0.8807519674301147,50.46337053158932
1696902202.15791,0.1471412479877472,0.0008346498943865,0.0029795453883707,1.007368803024292,57.71798082643749,0.992631196975708,56.873578199727156
1696902202.2276745,0.1463691294193267,0.0008615639526396,0.0029539831448346,0.992125928401947,56.84462844293006,1.007874071598053,57.746930583234594
1696902202.2928288,0.1472968012094497,0.0010612867772579,0.0030189924873411,0.9943527579307556,56.972216376625894,1.0056472420692444,57.61934264953875
1696902202.3281116,0.1473361998796463,0.00124824186787,0.0031746865715831,0.9748366475105286,55.854025617035596,1.0251633524894714,58.73753340912905
