time_s,commanded_deg,feedback_deg,error_abs_deg,control_command
137.85512232780457,93.89,93.87,0.01999999999999602,33830
139.06438946723938,181.79,181.8,0.010000000000019327,43965
140.27359437942505,93.89,93.88,0.010000000000005116,43960
141.48257637023926,103.31,103.3,0.010000000000005116,4720
142.69148588180542,167.92,167.95000000000002,0.03000000000002956,32315
143.90005350112915,273.87,273.88,0.009999999999990905,52965
145.10875248908997,278.94,278.92,0.01999999999998181,2525
146.31742787361145,166.27,166.27,0.0,56330
147.5273551940918,137.88,137.85,0.030000000000001137,14180
148.73638558387756,187.15,187.18,0.030000000000001137,24650
149.94606184959412,205.25,205.27,0.020000000000010232,9030
151.15531611442566,195.91,195.91,0.0,4685
152.36515474319458,202.54,202.52,0.01999999999998181,3320
153.57480764389038,219.32,219.34,0.020000000000010232,8405
154.78402066230774,306.92,306.94,0.01999999999998181,43795
155.99285745620728,211.57,211.54,0.030000000000001137,47690
157.20287919044495,1.79,1.75,0.040000000000000036,75130
158.41232180595398,249.46,249.49,0.030000000000001137,56150
159.6213264465332,227.74,227.73000000000002,0.009999999999990905,10870
160.83060789108276,195.91,195.88,0.030000000000001137,15915
162.03953433036804,227.73,227.75,0.020000000000010232,15930
163.2491054534912,219.32,219.31,0.009999999999990905,4220
164.4575057029724,325.67,325.65000000000003,0.01999999999998181,53185
165.6678102016449,258.69,258.66,0.029999999999972715,33485
166.87647485733032,261.13,261.11,0.01999999999998181,1240
168.08544611930847,239.44,239.41,0.030000000000001137,10840
169.29570937156677,181.79,181.76,0.030000000000001137,28815
170.50565218925476,190.35,190.35,0.0,4300
171.71581315994263,231.21,231.24,0.030000000000001137,20435
172.92522358894348,262.87,262.89,0.01999999999998181,15820
174.1348955631256,245.21,245.18,0.030000000000001137,8845
175.3445110321045,93.71,93.75,0.04000000000000625,75750
176.55344367027283,206.33,206.3,0.030000000000001137,56295
177.7622525691986,246.75,246.78,0.030000000000001137,20220
178.97090601921082,279.52,279.55,0.03000000000002956,16375
180.18012595176697,306.78,306.8,0.020000000000038654,13620
181.3883023262024,297.32,297.32,0.0,4745
182.59736227989197,291.92,291.93,0.009999999999990905,2695
183.80788683891296,325.59,325.61,0.020000000000038654,16835
185.01737809181213,301.32,301.29,0.029999999999972715,12150
186.22625827789307,300.43,300.44,0.009999999999990905,425
187.4357078075409,273.73,273.7,0.03000000000002956,13360
188.64461159706116,347.85,347.87,0.01999999999998181,37080
189.85403180122375,219.4,219.44,0.03999999999999204,64240
191.0627636909485,255.14,255.17000000000002,0.03000000000002956,17855
192.27364659309387,231.29,231.26,0.030000000000001137,11945
193.48361325263977,202.61,202.58,0.030000000000001137,14330
194.69300532341003,261.13,261.16,0.03000000000002956,29280
195.90302729606628,234.37,234.34,0.030000000000001137,13400
197.11317205429077,219.41,219.39000000000001,0.01999999999998181,7460
198.32313704490662,306.73,306.75,0.01999999999998181,43675
199.5323622226715,325.54,325.56,0.01999999999998181,9390
200.74222040176392,208.78,208.78,0.0,58395
201.95160603523254,252.66,252.69,0.030000000000001137,21945
203.16111302375793,261.12,261.11,0.009999999999990905,4210
204.37023162841797,219.42,219.39000000000001,0.029999999999972715,20850
205.5801432132721,208.79,208.79,0.0,5295
206.7897446155548,219.42,219.43,0.010000000000019327,5320
207.99969506263733,256.47,256.49,0.01999999999998181,18525
209.20838165283203,219.43,219.39000000000001,0.03999999999999204,18535
210.41721367835999,255.12,255.14000000000001,0.020000000000010232,17870
211.62636041641235,227.83,227.8,0.030000000000001137,13660
212.83510756492615,227.83,227.83,0.0,20
214.04441738128662,202.63,202.6,0.030000000000001137,12605
215.2537124156952,181.78,181.77,0.009999999999990905,10420
216.46223330497742,145.47,145.44,0.030000000000001137,18155
217.67141675949097,198.06,198.09,0.030000000000001137,26315
218.88161611557007,219.41,219.43,0.020000000000010232,10655
220.09142184257507,249.43,249.46,0.030000000000001137,15005
221.30032324790955,165.17,165.16,0.009999999999990905,42150
222.50887608528137,174.65,174.65,0.0,4750
223.71732020378113,219.41,219.43,0.020000000000010232,22385
224.9266517162323,262.76,262.78000000000003,0.020000000000038654,21670
226.13536930084229,273.55,273.54,0.009999999999990905,5380
227.3444368839264,181.77,181.73,0.040000000000020464,45890
228.553142786026,289.83,289.82,0.009999999999990905,54055
229.7617495059967,202.64,202.62,0.01999999999998181,43595
230.97007822990417,145.41,145.38,0.030000000000001137,28600
232.17868781089783,155.46,155.47,0.009999999999990905,5045
233.38882780075073,145.41,145.39000000000001,0.01999999999998181,5035
234.59751391410828,208.8,208.82,0.01999999999998181,31710
235.80748438835144,181.77,181.75,0.020000000000010232,13530
237.01639342308044,206.39,206.41,0.020000000000010232,12325
238.22629117965698,219.4,219.42000000000002,0.020000000000010232,6490
239.4353837966919,136.14,136.11,0.029999999999972715,41645
240.64417052268982,119.59,119.57000000000001,0.01999999999999602,8255
241.8522322177887,273.48,273.46,0.020000000000038654,76960
