t_now,velocity_fed,velocity_com
6.434091806411743,134.39999999999998,382.71000000000004
6.537729740142822,1416.3,800.0
6.638988256454468,-1368.3999999999996,390.71000000000004
6.740184545516968,-168.0000000000001,244.52
6.84354305267334,-830.5999999999999,-188.67000000000002
6.944796323776245,363.20000000000005,57.77
7.04821515083313,175.70000000000005,218.16
7.149487495422363,1115.3,754.37
7.250605583190918,62.89999999999992,689.45
7.354014158248901,434.99999999999966,800.0
7.455250024795532,-1502.3999999999996,251.24
7.556287527084351,494.5000000000001,550.11
7.659836292266846,-124.69999999999999,500.23
7.761110305786133,-68.80000000000024,382.72
7.864653587341309,1400.8000000000004,800.0
7.965905666351318,-2088.9,96.32000000000001
8.06709909439087,-59.19999999999999,-6.22
8.170474290847778,1040.3999999999999,500.06
8.271788597106934,129.39999999999998,551.8000000000001
8.375277042388916,1032.2000000000003,800.0
8.476402759552002,-2041.1999999999998,136.97
8.57752275466919,-594.3000000000001,-190.63
8.681013584136963,-129.9,-242.39000000000001
8.782230377197266,363.20000000000005,4.1
8.883427143096924,-343.9000000000001,-234.28
8.986995220184326,1666.0999999999997,533.37
9.088232278823853,-318.1,316.02
9.191844701766968,410.29999999999995,570.23
9.293300867080688,1045.0,800.0
9.394651412963867,-1947.9999999999995,197.78
9.498346090316772,1637.2999999999997,800.0
9.599794387817383,-1494.1,254.99
9.70116925239563,155.39999999999992,328.22
9.804549217224121,70.60000000000002,446.5
9.906057119369507,129.39999999999998,498.3
10.007495164871216,31.100000000000136,510.75
10.111112833023071,-740.0,113.76
10.212526321411133,286.39999999999986,329.44
10.316169500350952,1194.0000000000002,800.0
10.417726039886475,-2069.7000000000003,-31.85
10.519156217575073,160.40000000000006,43.51
10.622396230697632,1971.5999999999995,800.0
10.723782539367676,-2866.3999999999996,-325.33
10.824994087219238,2045.1999999999998,594.0600000000001
10.928333520889282,387.0000000000001,800.0
11.029651165008545,-1483.1000000000001,144.58
11.131047248840332,357.1,388.6
11.234794616699219,110.29999999999973,522.84
11.336023807525635,-526.3999999999999,211.39000000000001
11.439335584640503,-283.39999999999986,8.21
11.540807485580444,1096.1000000000001,547.88
11.642086267471313,123.20000000000022,687.22
11.745664358139038,-94.80000000000018,739.34
11.847119331359863,-1504.1,36.76
11.948483943939209,1578.0999999999997,769.29
12.052069425582886,-981.9999999999998,275.53000000000003
12.153377294540405,129.39999999999998,338.49
12.254789113998413,832.9000000000001,761.82
12.358046293258667,4.099999999999682,763.51
12.459200382232666,-2727.7,-428.51
12.56286358833313,704.6999999999998,-45.18
12.664294958114624,-84.59999999999991,-168.66
12.765669345855713,142.39999999999992,-21.34
12.86923360824585,452.5999999999999,250.03
12.970726728439331,-247.79999999999995,61.18
13.072088479995728,909.4000000000001,515.26
13.175721168518066,-2439.2,-561.24
13.27713131904602,363.20000000000005,-314.42
13.380646705627441,-221.80000000000007,-503.66
13.481961011886597,2913.3,763.17
13.58309531211853,-3035.3,-551.86
13.686443328857422,2850.9,690.03
13.787747621536255,-1504.8000000000002,-12.780000000000001
13.888954639434814,-947.9000000000001,-481.61
13.992252111434937,2971.7999999999997,800.0
14.093262672424316,70.69999999999993,800.0
14.196333646774292,-706.4999999999998,453.3
14.297774314880371,-106.99999999999989,511.63
14.399156093597412,16.59999999999968,428.41
14.502739191055298,-1943.1999999999998,-449.73
14.604142665863037,363.20000000000005,-203.02
14.705520391464233,1424.8000000000002,457.26
14.809056997299194,-416.5,195.33
14.91044807434082,-60.800000000000125,176.72
15.014071941375732,1417.9,800.0
15.115518808364868,-1062.8,308.01
15.217039346694946,705.5999999999997,691.4300000000001
15.320543766021729,139.60000000000036,747.34
15.422022104263306,-1496.6000000000001,47.75
15.52346658706665,-450.69999999999993,-222.25
15.627038478851318,-203.70000000000005,-393.39
15.728423833847046,363.20000000000005,-146.73
15.829665184020996,1471.8,532.29
15.93277096748352,147.7000000000001,501.47
16.03412127494812,-312.0000000000001,286.74
16.137754917144775,30.400000000000205,299.02
16.239149570465088,-44.099999999999966,371.5
16.340299606323242,-1159.1000000000001,-193.01
16.443716049194336,2350.8999999999996,800.0
16.54517126083374,-1467.6,160.54
16.646613836288452,-697.7,-208.37
16.750171184539795,36.5,-272.5
16.851614713668823,363.20000000000005,-36.96
16.953051328659058,-213.39999999999998,-223.11
17.056702852249146,1484.4,471.88
17.158145427703857,107.5,604.89
17.261832237243652,631.1000000000001,800.0
17.36324954032898,-779.0000000000002,534.64
17.46443796157837,-158.39999999999998,392.3
17.567914247512817,-1435.3999999999999,-282.8
17.669369220733643,363.20000000000005,-36.26
17.770803928375244,-27.30000000000004,-46.980000000000004
17.87438654899597,-7.600000000000051,-49.81
17.975882053375244,622.3999999999999,289.35
18.079327821731567,-324.4999999999999,58.67
18.180875062942505,1221.8999999999999,648.6
18.282273054122925,-67.69999999999982,711.5
18.38589859008789,-756.4000000000001,307.93
18.487303018569946,-1217.4,-268.91
18.588731050491333,2065.6000000000004,658.61
18.692349195480347,278.49999999999966,800.0
18.793745756149292,-1504.2999999999997,157.20000000000002
18.895162105560303,-260.5000000000001,-36.82
18.998744010925293,857.8999999999999,407.53000000000003
19.100188732147217,129.39999999999998,459.36
19.201637268066406,-592.0999999999999,121.57000000000001
19.3051917552948,509.1,426.36
19.406615495681763,59.499999999999886,360.22
19.50996232032776,-164.09999999999997,294.64
19.611363172531128,-4.599999999999909,202.88
19.7127525806427,1217.6,780.0
19.816253423690796,112.40000000000009,800.0
19.917478799819946,-1511.8,209.02
20.018814086914062,-477.3000000000002,-71.78
20.122356176376343,1081.8999999999999,462.15000000000003
20.223839282989502,129.39999999999998,513.9300000000001
20.325124502182007,177.7000000000001,585.01
20.428473234176636,272.1,783.82
