t_now,velocity_fed,velocity_com
0.002374410629272461,2498.6,800.0
0.10339641571044922,-2316.2,42.08
0.20720505714416504,2680.1,800.0
0.30838775634765625,-56.100000000000136,800.0
0.40949296951293945,-996.9999999999998,782.0
0.5127725601196289,-170.60000000000002,724.49
0.6140956878662109,129.39999999999998,776.01
0.717393159866333,130.2000000000004,800.0
0.8188488483428955,552.2999999999996,800.0
0.9201555252075195,-196.10000000000014,800.0
1.023134469985962,-86.7999999999995,800.0
1.1242053508758545,-1480.8,420.96000000000004
1.225534439086914,-845.1000000000001,-7.17
1.3286352157592773,-89.8,-43.06
1.4299137592315674,1233.5999999999997,551.41
1.5336871147155762,-537.6999999999999,235.18
1.6350953578948975,757.6999999999998,639.2
1.7365994453430176,-243.5999999999998,451.58
1.8398447036743164,490.4999999999998,737.64
1.9411768913269043,32.20000000000027,750.3100000000001
2.0423920154571533,-166.70000000000016,593.41
2.1454710960388184,-1283.1,-21.01
2.246518611907959,363.20000000000005,225.26
2.3478715419769287,779.0999999999997,626.84
2.4513227939605713,911.1000000000004,800.0
2.55281662940979,-1358.1000000000001,436.56
2.656339406967163,1738.3000000000002,800.0
2.757821559906006,-1217.4,644.45
2.8592019081115723,-134.39999999999998,601.51
2.9626333713531494,-1441.8,-76.36
3.0640881061553955,363.20000000000005,169.96
3.165518045425415,1366.2,800.0
3.269010066986084,-306.6999999999998,593.5600000000001
3.3702659606933594,-112.00000000000017,548.6
3.4737117290496826,1416.8,800.0
3.5751311779022217,-1439.3,528.1
3.6764259338378906,-116.7999999999999,402.24
3.7799668312072754,1690.0,800.0
3.881416082382202,-1487.1999999999996,471.87
3.98286771774292,-437.70000000000005,206.64000000000001
4.086023569107056,1027.2999999999997,718.48
4.187305927276611,129.39999999999998,770.0
4.28873085975647,-887.1999999999998,313.86
4.391871452331543,-109.70000000000013,280.86
4.493232727050781,574.4,600.51
4.596740484237671,1393.8,800.0
4.6981589794158936,-2440.2999999999997,170.31
4.7996296882629395,72.0,300.08
4.903336048126221,1815.3000000000002,800.0
5.004745721817017,-1510.4,410.67
5.1061201095581055,-115.80000000000013,375.26
5.209484577178955,358.4999999999999,608.58
5.310924530029297,129.39999999999998,660.22
5.4124085903167725,-593.1999999999999,321.79
5.515856027603149,-155.39999999999992,360.57
5.617192029953003,1390.7,800.0
5.720653295516968,58.29999999999984,800.0
5.822032928466797,-2519.8,10.72
5.923527717590332,1124.8000000000002,561.76
6.0268659591674805,742.7999999999997,800.0
6.128262281417847,-1497.6999999999998,248.61
6.229639530181885,-779.2,-152.99
6.332828521728516,951.8,328.91
