time_s,commanded_deg,feedback_deg,error_abs_deg,control_command
109.68060517311096,114.58,114.55,0.030000000000001137,80000
110.80044436454773,161.54,161.54,0.0,80000
111.91904020309448,145.75,145.72,0.030000000000001137,80000
113.03788995742798,130.51,130.48,0.030000000000001137,7020
114.15711760520935,145.75,145.78,0.030000000000001137,68095
115.27608823776245,134.68,134.65,0.030000000000001137,58844
116.3953492641449,0.0,0.1,0.1,80000
117.5151138305664,273.95,273.98,0.03000000000002956,52266
118.63397550582886,93.95,93.83,0.12000000000000455,80000
119.7534110546112,161.55,161.54,0.010000000000019327,80000
120.87281847000122,117.58,117.54,0.03999999999999204,80000
121.99228382110596,167.92,167.94,0.020000000000010232,80000
123.11201691627502,137.92,137.88,0.03999999999999204,80000
124.23164319992065,158.98,159.0,0.020000000000010232,80000
