timestamp,bee_phi
1696902200.991462,2.064394235610962
1696902201.0574718,2.124019861221313
1696902201.0918655,2.0510737895965576
1696902201.125126,2.0337135791778564
1696902201.1923444,1.8793810606002808
1696902201.2271662,1.8966578245162964
1696902201.293016,1.7751249074935913
1696902201.3595862,1.7164100408554075
1696902201.3920832,1.6899970769882202
1696902201.4593325,1.70110023021698
1696902201.5247638,1.6429728269577026
1696902201.5598314,1.64179790019989
1696902201.591925,1.6306790113449097
1696902201.6585343,1.579403281211853
1696902201.7249894,1.4693101644515991
1696902201.7590866,1.4429501295089722
1696902201.8251345,1.3634060621261597
1696902201.8919413,1.158187747001648
1696902201.9253824,1.1255942583084106
1696902201.9598029,1.0557163953781128
1696902202.02516,0.9472079277038574
1696902202.0585997,0.8700045347213745
1696902202.125645,0.8921226263046265
1696902202.15791,0.7936481833457947
1696902202.2276745,0.7802724242210388
1696902202.2928288,0.7727310657501221
1696902202.3281116,0.7534298896789551
1696902202.358065,0.6876094937324524
1696902202.4276085,0.6816443800926208
1696902202.493332,0.6002188920974731
1696902202.527006,0.581730306148529
1696902202.592615,0.4571067094802856
1696902202.6269436,0.486652672290802
1696902202.692387,0.3807391822338104
1696902202.7578712,0.3358197510242462
1696902202.7921915,0.2940779030323028
1696902202.8255267,0.2472063899040222
1696902202.8924615,0.2397007346153259
1696902202.9582195,0.0920677185058593
1696902202.9913812,0.0387310311198234
1696902203.0600903,-0.0289775431156158
1696902203.1255383,-0.0222402662038803
1696902203.1587627,-0.0306496508419513
1696902203.1912532,-0.064002126455307
1696902203.258647,-0.1154432967305183
1696902203.3258798,-0.1897070854902267
1696902203.3586478,-0.2014149278402328
1696902203.4248583,-0.2836530208587646
1696902203.4582896,-0.3199129104614258
1696902203.5253158,-0.3908465206623077
1696902203.5908206,-0.4066809415817261
1696902203.624369,-0.4392341673374176
1696902203.6585424,-0.446596622467041
1696902203.7257435,-0.455708384513855
1696902203.790792,-0.5167574286460876
1696902203.8270786,-0.5316634178161621
1696902203.8912923,-0.5974225401878357
1696902203.9251597,-0.6576399803161621
1696902203.9923627,-0.6773436069488525
1696902204.025139,-0.7040286660194397
1696902204.091442,-0.7595470547676086
1696902204.158193,-0.79532390832901
1696902204.1933937,-0.8780760169029236
1696902204.258225,-0.8897218704223633
1696902204.2916842,-0.8998726010322571
1696902204.4582224,-0.8944777250289917
1696902204.525045,-0.938520848751068
1696902204.6253307,-0.9770045876502992
1696902204.6929278,-0.9146458506584167
1696902204.7578714,-0.9798720479011536
1696902204.7931986,-1.0131500959396362
1696902204.8573468,-0.959587812423706
1696902205.023888,-1.0156522989273071
1696902205.0924115,-1.0693423748016355
1696902205.1241007,-1.0977532863616943
1696902205.192231,-1.1005260944366455
1696902205.2250383,-1.126927375793457
1696902205.2916098,-1.0391294956207275
1696902205.3242912,-1.0919917821884155
1696902205.4915376,-1.065072774887085
1696902205.5909095,-1.100856900215149
1696902205.6244802,-1.0713618993759155
1696902205.6582372,-1.0780653953552246
1696902205.7263784,-1.0640621185302734
1696902205.7588236,-1.0627504587173462
1696902205.8254626,-1.0395610332489014
1696902205.8927982,-1.0153414011001587
1696902205.925089,-1.036718726158142
1696902205.9916492,-1.0005749464035034
1696902206.0581534,-1.096154808998108
1696902206.0915992,-1.1146284341812134
1696902206.1257286,-1.1666836738586426
1696902206.1919632,-1.2079274654388428
1696902206.25768,-1.2972577810287476
1696902206.2926886,-1.3120150566101074
1696902206.3584654,-1.3741908073425293
1696902206.3914878,-1.3973348140716553
1696902206.458109,-1.4056227207183838
1696902206.491346,-1.3766037225723269
1696902206.5579665,-1.3734465837478638
1696902206.5935094,-1.4130316972732544
1696902206.6584237,-1.3942843675613403
1696902206.724269,-1.4375295639038086
1696902206.7592971,-1.518402099609375
1696902206.825183,-1.4966111183166504
