timestamp,bee_phi
0.0,2.064394235610962
0.0660097599029541,2.124019861221313
0.1004035472869873,2.0510737895965576
0.13366389274597168,2.0337135791778564
0.2008824348449707,1.8793810606002808
0.2357041835784912,1.8966578245162964
0.30155396461486816,1.7751249074935913
0.36812424659729004,1.7164100408554075
0.4006211757659912,1.6899970769882202
0.46787047386169434,1.70110023021698
0.533301830291748,1.6429728269577026
0.5683693885803223,1.64179790019989
0.6004629135131836,1.6306790113449097
0.6670722961425781,1.579403281211853
0.733527421951294,1.4693101644515991
0.7676246166229248,1.4429501295089722
0.8336725234985352,1.3634060621261597
0.9004793167114258,1.158187747001648
0.9339203834533691,1.1255942583084106
0.9683408737182617,1.0557163953781128
1.0336980819702148,0.9472079277038574
1.0671377182006836,0.8700045347213745
1.1341829299926758,0.8921226263046265
1.1664481163024902,0.7936481833457947
1.2362124919891357,0.7802724242210388
1.3013668060302734,0.7727310657501221
1.3366496562957764,0.7534298896789551
1.366602897644043,0.6876094937324524
1.4361464977264404,0.6816443800926208
1.5018699169158936,0.6002188920974731
1.5355439186096191,0.581730306148529
1.6011528968811035,0.4571067094802856
1.635481595993042,0.486652672290802
1.7009251117706299,0.3807391822338104
1.766409158706665,0.3358197510242462
1.800729513168335,0.2940779030323028
1.8340647220611572,0.2472063899040222
1.9009995460510254,0.2397007346153259
1.9667575359344482,0.0920677185058593
1.9999191761016846,0.0387310311198234
2.0686283111572266,-0.0289775431156158
2.1340763568878174,-0.0222402662038803
2.1673007011413574,-0.0306496508419513
2.199791193008423,-0.064002126455307
2.2671849727630615,-0.1154432967305183
2.3344178199768066,-0.1897070854902267
2.3671858310699463,-0.2014149278402328
2.433396339416504,-0.2836530208587646
2.466827630996704,-0.3199129104614258
2.533853769302368,-0.3908465206623077
2.599358558654785,-0.4066809415817261
2.632906913757324,-0.4392341673374176
2.6670804023742676,-0.446596622467041
2.734281539916992,-0.455708384513855
2.799329996109009,-0.5167574286460876
2.8356165885925293,-0.5316634178161621
2.8998303413391113,-0.5974225401878357
2.9336977005004883,-0.6576399803161621
3.0009007453918457,-0.6773436069488525
3.033677101135254,-0.7040286660194397
3.099980115890503,-0.7595470547676086
3.166731119155884,-0.79532390832901
3.2019317150115967,-0.8780760169029236
3.2667629718780518,-0.8897218704223633
3.300222158432007,-0.8998726010322571
3.4667603969573975,-0.8944777250289917
3.533582925796509,-0.938520848751068
3.63386869430542,-0.9770045876502992
3.7014658451080322,-0.9146458506584167
3.766409397125244,-0.9798720479011536
3.80173659324646,-1.0131500959396362
3.865884780883789,-0.959587812423706
4.032426118850708,-1.0156522989273071
4.10094952583313,-1.0693423748016355
4.132638692855835,-1.0977532863616943
4.200768947601318,-1.1005260944366455
4.23357629776001,-1.126927375793457
4.300147771835327,-1.0391294956207275
4.332829236984253,-1.0919917821884155
4.500075578689575,-1.065072774887085
4.59944748878479,-1.100856900215149
4.633018255233765,-1.0713618993759155
4.666775226593018,-1.0780653953552246
4.73491644859314,-1.0640621185302734
4.767361640930176,-1.0627504587173462
4.834000587463379,-1.0395610332489014
4.901336193084717,-1.0153414011001587
4.933626890182495,-1.036718726158142
5.000187158584595,-1.0005749464035034
5.0666913986206055,-1.096154808998108
5.100137233734131,-1.1146284341812134
5.13426661491394,-1.1666836738586426
5.200501203536987,-1.2079274654388428
5.266217947006226,-1.2972577810287476
5.301226615905762,-1.3120150566101074
5.367003440856934,-1.3741908073425293
5.400025844573975,-1.3973348140716553
5.466646909713745,-1.4056227207183838
5.4998838901519775,-1.3766037225723269
5.56650447845459,-1.3734465837478638
5.602047443389893,-1.4130316972732544
5.666961669921875,-1.3942843675613403
5.732806921005249,-1.4375295639038086
5.7678351402282715,-1.518402099609375
5.833720922470093,-1.4966111183166504
5.899268865585327,-1.6736701726913452
5.933771133422852,-1.6069328784942627
5.968217372894287,-1.6992923021316528
6.035848617553711,-1.7333266735076904
6.1006104946136475,-1.7100096940994265
6.133362293243408,-1.6736996173858645
6.200031518936157,-1.6567296981811523
6.23340368270874,-1.6504632234573364
6.300327301025391,-1.6967155933380127
6.33428955078125,-1.6773881912231443
6.366872310638428,-1.6817623376846311
6.432803392410278,-1.721873760223389
6.499927043914795,-1.7267738580703735
6.533260107040405,-1.7150280475616455
6.60028600692749,-1.7445762157440186
6.667360782623291,-1.7437596321105957
6.700569152832031,-1.728606939315796
6.732602119445801,-1.7163439989089966
6.801020383834839,-1.7491743564605713
6.86768651008606,-1.754433274269104
6.900499105453491,-1.7459486722946167
6.967292308807373,-1.7419180870056152
7.000439167022705,-1.7629796266555786
7.067388296127319,-1.7691686153411863
7.133958101272583,-1.7501826286315918
7.167521953582764,-1.8040802478790283
7.200592994689941,-1.7969051599502563
7.267536401748657,-1.894976496696472
7.29965877532959,-2.018063545227051
7.365930795669556,-2.061361312866211
7.400495529174805,-2.172525644302368
7.466239929199219,-2.1143887042999268
7.498924732208252,-2.157710313796997
7.565495252609253,-2.3182642459869385
7.598850250244141,-2.372457265853882
7.665574789047241,-2.3831865787506104
7.698739051818848,-2.4052071571350098
7.7653748989105225,-2.405386209487915
7.7988715171813965,-2.445392608642578
7.865613698959351,-2.3272860050201416
7.898859262466431,-2.234501600265503
7.933998107910156,-2.2231199741363525
7.9987170696258545,-2.1579089164733887
8.065773725509644,-2.156333446502685
8.13266897201538,-2.1287589073181152
8.165742874145508,-2.102940559387207
8.232783079147339,-2.064524412155152
8.265533447265625,-2.025187492370605
8.365541934967041,-2.1891472339630127
8.432773113250732,-2.10394287109375
8.465667247772217,-2.102813005447388
8.532121419906616,-2.062669277191162
8.698822498321533,-2.0220422744750977
8.76595401763916,-1.9023998975753784
8.898636102676392,-1.7996623516082764
8.96625804901123,-1.7909458875656128
8.998889446258545,-1.7221593856811523
9.165610313415527,-1.713112473487854
9.23207950592041,-1.6416358947753906
9.299126386642456,-1.6172797679901123
9.332417964935303,-1.6611475944519043
9.400673151016235,-1.6165748834609983
9.432154178619385,-1.605694055557251
9.499627590179443,-1.592596411705017
9.565556526184082,-1.6125153303146362
9.598582029342651,-1.596574306488037
9.632153511047363,-1.5521429777145386
9.69859528541565,-1.5614019632339478
9.73209810256958,-1.5805602073669434
9.798429250717163,-1.5605720281600952
9.832629680633545,-1.4839293956756592
9.898489236831665,-1.4862040281295776
9.932293176651001,-1.4757893085479736
9.965405702590942,-1.4836852550506592
10.032014846801758,-1.4480890035629272
10.09857177734375,-1.4073679447174072
10.132425546646118,-1.3619287014007568
10.198649168014526,-1.3269217014312744
10.232099533081055,-1.2709788084030151
10.298842906951904,-1.2217304706573486
10.332598447799683,-1.228241205215454
10.365412950515747,-1.2133220434188845
10.432205200195312,-1.1808083057403564
10.49929141998291,-1.1681307554244995
10.532016038894653,-1.108572483062744
10.598496198654175,-1.1048088073730469
10.63221025466919,-1.0846173763275146
10.79872727394104,-0.9966852068901062
10.86585021018982,-1.012541890144348
10.898743391036987,-1.0120515823364258
10.966158628463745,-1.06011700630188
10.998826503753662,-1.0800745487213137
11.065682411193848,-1.1390812397003174
11.132374048233032,-1.0936721563339231
11.165901899337769,-1.1173694133758545
11.231955528259277,-1.1037225723266602
11.265494585037231,-1.1554629802703855
11.299222469329834,-1.1766186952590942
11.366851091384888,-1.191675901412964
11.431944370269775,-1.1245014667510986
11.465498447418213,-1.1044578552246094
11.531789541244507,-1.1184529066085815
11.565637588500977,-1.0914204120635986
11.631776094436646,-1.1249691247940063
