timestamp,opposite_phi
0.0,182.06439423561096
0.0660097599029541,182.1240198612213
0.1004035472869873,182.05107378959656
0.1336638927459716,182.03371357917786
0.2008824348449707,181.87938106060028
0.2357041835784912,181.8966578245163
0.3015539646148681,181.7751249074936
0.36812424659729,181.7164100408554
0.4006211757659912,181.68999707698822
0.4678704738616943,181.70110023021698
0.533301830291748,181.6429728269577
0.5683693885803223,181.6417979001999
0.6004629135131836,181.6306790113449
0.6670722961425781,181.57940328121185
0.733527421951294,181.4693101644516
0.7676246166229248,181.44295012950897
0.8336725234985352,181.36340606212616
0.9004793167114258,181.15818774700165
0.9339203834533693,181.1255942583084
0.9683408737182616,181.0557163953781
1.0336980819702148,180.94720792770386
1.0671377182006836,180.87000453472137
1.1341829299926758,180.89212262630463
1.1664481163024902,180.7936481833458
1.2362124919891355,180.78027242422104
1.3013668060302734,180.77273106575012
1.3366496562957764,180.75342988967896
1.366602897644043,180.68760949373245
1.4361464977264404,180.68164438009262
1.5018699169158936,180.60021889209747
1.5355439186096191,180.58173030614853
1.6011528968811035,180.45710670948029
1.635481595993042,180.4866526722908
1.70092511177063,180.3807391822338
1.766409158706665,180.33581975102425
1.800729513168335,180.2940779030323
1.8340647220611568,180.24720638990402
1.9009995460510252,180.23970073461533
1.966757535934448,180.09206771850586
1.9999191761016848,180.03873103111982
2.0686283111572266,179.97102245688438
2.1340763568878174,179.97775973379612
2.1673007011413574,179.96935034915805
2.199791193008423,179.9359978735447
2.267184972763061,179.88455670326948
2.334417819976806,179.81029291450977
2.3671858310699463,179.79858507215977
2.433396339416504,179.71634697914124
2.466827630996704,179.68008708953857
2.533853769302368,179.6091534793377
2.599358558654785,179.59331905841827
2.632906913757324,179.56076583266258
2.667080402374268,179.55340337753296
2.734281539916992,179.54429161548615
2.799329996109009,179.4832425713539
2.8356165885925293,179.46833658218384
2.8998303413391118,179.40257745981216
2.9336977005004883,179.34236001968384
3.0009007453918457,179.32265639305115
3.033677101135254,179.29597133398056
3.099980115890503,179.2404529452324
3.166731119155884,179.204676091671
3.2019317150115967,179.12192398309708
3.266762971878052,179.11027812957764
3.300222158432007,179.10012739896774
3.466760396957397,179.105522274971
3.533582925796509,179.06147915124893
3.63386869430542,179.0229954123497
3.701465845108032,179.08535414934158
3.766409397125244,179.02012795209885
3.80173659324646,178.98684990406036
3.865884780883789,179.0404121875763
4.032426118850708,178.9843477010727
4.10094952583313,178.93065762519836
4.132638692855835,178.9022467136383
4.200768947601318,178.89947390556335
4.23357629776001,178.87307262420654
4.300147771835327,178.96087050437927
4.332829236984253,178.90800821781158
4.500075578689575,178.93492722511292
4.59944748878479,178.89914309978485
4.633018255233765,178.92863810062408
4.666775226593018,178.92193460464478
